TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
26 junio 2023 00:28 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,420,45.5531,420,45.5531,0,154345,99799,64.6596

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6310,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6311,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6312,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6313,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6314,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,22,1,7,11,11,23,1,13,8,2,1,6,0,2,7,12,1,1,12,10,4,10,14,2,20,13,214,34,14,262,0,262,--,400,138,214,262,262,Algún campo sin dato,1,5f7e85d9d54df231c08b403b5bfb087db081c7ba6d0c991ae74d270934a561ae,26/06/2023 00:18:20,ESCANER
6315,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,23,6,8,1,9,19,1,8,4,0,3,6,0,4,12,8,1,0,15,4,3,14,11,1,22,17,201,40,10,251,0,251,--,400,149,200,250,250,Sumas Asentadas sin cuadrar,1,ecd831a93c3e2f174c71f5c537d9a3937b4dda7b2d2acc41b52315d651b67f0b,26/06/2023 00:17:51,ESCANER
6316,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6317,"Chimaltenango",3,"Tecpán Guatemala",6,669,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6318,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,21,4,7,4,11,22,1,14,4,1,1,2,0,1,5,9,1,4,15,9,1,6,12,1,13,19,188,38,11,237,0,237,--,400,163,188,237,237,Algún campo sin dato,1,3a1381bda0a76e0664d37bdb7c2340811b7d848cc205450fb77a769831aef814,25/06/2023 22:54:34,ESCANER
6319,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,10,8,6,7,4,11,1,12,5,1,2,2,1,11,11,5,4,3,7,5,1,9,7,2,29,14,178,26,8,212,0,212,--,404,192,178,212,212,Algún campo sin dato,1,a3259456b2e2640198d9279ca17c65c2e6acff1bbe2e61650a0456a2eb34eced,25/06/2023 23:13:34,ESCANER
6320,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,17,5,7,8,4,21,0,12,9,0,8,3,0,5,9,9,4,0,11,2,1,10,7,1,29,23,205,18,6,229,0,229,--,400,171,205,229,229,Algún campo sin dato,1,cc358ec686766428648a68f728972459ddd8907a9de0660c9e3384a74d5bfd60,25/06/2023 22:58:38,ESCANER
6321,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,13,8,9,4,5,20,1,9,5,2,1,4,0,6,6,8,2,0,8,2,0,12,15,1,47,12,200,19,3,222,0,222,--,400,178,200,222,222,Algún campo sin dato,1,2c844849dc51fb2abd538aa8c9226625ecd16db343d0379cab15897e8c5f712b,25/06/2023 23:26:34,ESCANER
6322,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6323,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,9,2,6,5,14,18,0,13,0,1,2,3,0,2,7,8,5,2,6,1,0,11,14,0,0,20,203,38,2,243,0,243,--,400,157,149,189,189,Sumas Asentadas sin cuadrar,1,5aa5e170a42ae3f2d81261d35f487f310bd5e68843e4355dc9114e40315d53ed,26/06/2023 00:24:44,ESCANER
6324,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6325,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,26,3,10,5,7,15,1,8,11,1,2,5,0,3,9,9,2,2,9,3,1,16,10,0,69,15,242,24,6,272,0,272,--,404,132,242,272,272,Algún campo sin dato,1,4dcb891452d5883a763cf30d90d5a08c986ea8d3050a2a128916771c3f430d4c,25/06/2023 23:57:09,ESCANER
6326,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6327,"Chimaltenango",3,"Tecpán Guatemala",6,670,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6328,"Chimaltenango",3,"Tecpán Guatemala",6,670,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6329,"Chimaltenango",3,"Tecpán Guatemala",6,670,394,19,4,7,5,4,12,2,13,3,0,3,6,1,3,10,4,3,1,6,5,1,10,15,0,17,14,168,25,14,207,0,207,--,394,187,168,207,207,Algún campo sin dato,1,1796825bb944a162268af9aa6a4c53e60fa19bd1bf2d1d19df889a01e8ced885,25/06/2023 23:43:18,ESCANER
6330,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6331,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,25,22,16,3,4,52,0,19,1,0,1,1,0,1,21,5,2,1,13,3,0,1,16,1,0,1,209,30,21,260,0,260,--,381,121,209,260,260,Algún campo sin dato,1,fed367e0b9448008438d3055d1cc22e4c950852e82a784d1462bd76363050244,26/06/2023 00:26:43,ESCANER
6332,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,33,15,4,3,4,32,0,10,1,3,5,2,0,4,2,14,4,3,6,5,0,4,47,0,1,2,204,18,15,237,0,237,--,380,143,204,237,237,Algún campo sin dato,1,642b29b1accf806efda61d9a2184c9548ee96717e59ec0a46f5db0fe6ec554af,26/06/2023 00:05:54,ESCANER
6333,"Chimaltenango",3,"Tecpán Guatemala",6,671,380,17,12,10,3,4,28,0,8,1,1,1,1,0,1,7,11,0,0,8,1,0,2,50,0,2,1,169,12,16,197,0,197,--,380,183,169,197,197,Algún campo sin dato,1,b7f0e827cab2d73f5b15b3cd4665bd3abeda45cb6efa508bed73c951b3e7fdb4,25/06/2023 22:52:43,ESCANER
6334,"Chimaltenango",3,"Tecpán Guatemala",6,671,270,9,11,9,3,3,27,0,4,1,0,2,0,0,0,9,6,2,2,0,3,22,0,22,1,1,4,121,8,5,134,0,134,--,267,133,141,154,154,Sumas Asentadas sin cuadrar,1,54a37d425339a535478352348eb0a9cb9301b8dd527d2569813e663c06768ed6,26/06/2023 00:13:38,ESCANER
6335,"Chimaltenango",3,"Tecpán Guatemala",6,671,270,7,10,6,1,1,26,0,8,1,1,1,0,0,3,16,1,0,0,5,4,0,3,17,0,0,2,113,8,7,128,0,128,--,270,142,113,128,128,Algún campo sin dato,1,f296fde138245d400a25bb71847a36832e1c7a6e5f57aff673ca5a9f832c96c2,25/06/2023 22:45:24,ESCANER
6336,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6337,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6338,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6339,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6340,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6341,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6342,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6343,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,13,0,8,1,2,21,0,5,5,0,1,2,0,17,4,14,2,1,3,7,0,4,12,0,0,0,122,16,10,148,0,148,--,380,232,122,148,148,Algún campo sin dato,1,486233fdebab767e355c10b16193c83f8886bf86313cbe980346f6de2fbde062,26/06/2023 00:17:12,ESCANER
6344,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6345,"Chimaltenango",3,"Tecpán Guatemala",6,672,380,8,3,8,1,3,13,0,5,5,0,0,2,0,12,7,15,2,0,4,4,0,2,16,0,1,2,113,14,17,144,0,144,--,380,236,113,144,144,Algún campo sin dato,1,f257592cc3a76aa78337232aa76134e20f1ae6fc9ff4ccb5c29794e24700e8b0,26/06/2023 00:10:11,ESCANER
6346,"Chimaltenango",3,"Tecpán Guatemala",6,672,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6347,"Chimaltenango",3,"Tecpán Guatemala",6,672,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6348,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6349,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6350,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6351,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,8,2,9,8,10,26,0,7,2,1,2,2,0,0,30,14,4,0,4,3,1,3,34,1,6,4,181,26,20,227,0,227,--,378,151,181,227,227,Algún campo sin dato,1,61dedd2dabf384f37d168c47261b368778bb0e6af0913d23776fc83ddae5786c,26/06/2023 00:14:34,ESCANER
6352,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,23,2,3,6,8,25,0,1,6,0,5,0,0,1,16,19,2,1,6,6,2,4,11,0,4,5,156,20,19,195,0,195,--,380,185,156,195,195,Algún campo sin dato,1,d4d4ce967100dcf52369fc565627e8940fd237f2f0fc458ffe9ef065c824615e,25/06/2023 23:12:17,ESCANER
6353,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,18,1,9,1,7,19,0,0,3,0,4,0,0,3,11,26,3,0,4,4,0,3,29,0,2,2,149,29,15,193,0,193,--,380,187,149,193,193,Algún campo sin dato,1,fdeec982baaa4844aeec57555ac9823e5b9b7571c3cdc1867ce71d82b8b68a8b,25/06/2023 22:24:53,ESCANER
6354,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,21,3,6,4,8,32,0,2,4,1,1,1,0,0,5,22,1,2,10,7,1,3,16,2,3,5,160,27,12,199,0,199,--,380,181,160,199,199,Algún campo sin dato,1,1cdc7e4be1342937af5fdb92a8e2ce4e9b40e059919aafc94037cb3df5b53238,25/06/2023 22:54:13,ESCANER
6355,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6356,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6357,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,13,1,2,5,6,18,2,5,4,0,0,0,0,2,15,6,4,1,7,4,1,8,9,0,9,4,126,13,23,162,0,162,--,380,218,126,162,162,Algún campo sin dato,1,6d8b2ef6d824be23bd0f07b59de90dcfe51ab815668abf84716c6d061bbee203,25/06/2023 22:03:34,ESCANER
6358,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6359,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,14,1,5,2,6,31,4,5,7,0,3,0,1,5,17,11,4,0,2,0,1,3,22,0,12,7,163,24,12,187,193,380,--,380,193,163,199,392,Sumas Asentadas sin cuadrar,1,fc432b2bdc5e3e30fa5c5ac30137300e4309925a25048a8520a5f6c29ec1364b,26/06/2023 00:09:36,ESCANER
6360,"Chimaltenango",3,"Tecpán Guatemala",6,673,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6361,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6362,"Chimaltenango",3,"Tecpán Guatemala",6,673,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6363,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,2,5,7,3,0,32,0,4,1,1,1,1,0,6,9,28,1,1,2,4,1,0,18,0,3,1,131,16,25,172,0,172,--,380,208,131,172,172,Algún campo sin dato,1,28dadfffa378fe5ae7827798e7ad897ca176dace6212912395f17ec481ca256c,26/06/2023 00:15:30,ESCANER
6364,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6365,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6366,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6367,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6368,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6369,"Chimaltenango",3,"Tecpán Guatemala",6,674,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6370,"Chimaltenango",3,"Tecpán Guatemala",6,674,367,6,5,2,1,2,44,0,1,3,0,2,0,0,9,17,17,0,1,4,3,0,3,14,0,0,2,136,13,20,169,0,169,--,366,197,136,169,169,Algún campo sin dato,1,d2a5dc382de5dd68cbdf4ec3cf03d79dc9940c506659256e3a2f803782a1954b,26/06/2023 00:22:08,ESCANER
6371,"Chimaltenango",3,"Tecpán Guatemala",6,674,366,2,1,5,0,1,27,0,2,5,0,0,0,0,13,16,15,1,0,0,3,0,0,12,0,1,0,104,14,27,145,1,146,--,366,220,104,145,146,Algún campo sin dato,1,62f98aa4140b94eacbfc1ebfcaab735469561e1b36209318bd4837437b4a89c9,26/06/2023 00:10:56,ESCANER
6372,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,14,14,8,6,5,22,0,4,1,1,1,2,1,11,51,31,3,2,11,3,2,12,5,0,1,9,220,25,28,273,0,273,--,380,107,220,273,273,Algún campo sin dato,1,ce0744c51c1b8763c9fc3a5c83c76cd64a15a22b6e8808064b937b2a37ce7e6c,26/06/2023 00:10:04,ESCANER
6373,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6374,"Chimaltenango",3,"Tecpán Guatemala",6,675,380,38,1,4,4,2,24,0,0,2,1,0,3,0,5,20,19,1,0,2,3,1,30,16,0,1,1,178,21,17,216,0,216,--,380,164,178,216,216,Algún campo sin dato,1,8c5e8ebbd8af4283dee6e1c56e4d76a0d64cdc00fb9eb30ac36aedea48340668,26/06/2023 00:25:10,ESCANER
6375,"Chimaltenango",3,"Tecpán Guatemala",6,675,244,17,0,1,1,1,20,0,0,2,0,0,1,0,4,22,10,0,0,3,3,1,12,6,0,1,5,110,8,10,128,0,128,--,244,116,110,128,128,Algún campo sin dato,1,a2a0ca6f2fd29abc9e67ae954bf4a90503c045a4468594481b29defe8aa24bfa,25/06/2023 22:35:49,ESCANER
6376,"Chimaltenango",3,"Tecpán Guatemala",6,675,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6377,"Chimaltenango",3,"Tecpán Guatemala",6,676,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6378,"Chimaltenango",3,"Tecpán Guatemala",6,676,198,13,2,6,3,5,16,1,3,2,0,0,0,0,4,1,23,8,3,10,4,0,2,3,4,0,8,121,14,5,140,0,140,--,198,58,121,140,140,Algún campo sin dato,1,eb38f28bcf938af87d7105bec7d4de6b62b23009e0527f1339a280d51c4220e2,25/06/2023 22:53:34,ESCANER
6379,"Chimaltenango",3,"Tecpán Guatemala",6,676,197,10,2,6,1,2,19,0,3,1,0,1,0,0,2,4,22,8,1,5,2,0,1,6,0,8,7,111,11,7,129,0,129,--,197,65,111,129,129,Algún campo sin dato,1,73ff48816cce6fa6b5ad8dbf816c133d6623c4a759f5633b31ec1a8f021b3fa4,25/06/2023 22:28:01,ESCANER
6380,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6381,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6382,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6383,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6384,"Chimaltenango",3,"Tecpán Guatemala",6,677,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6385,"Chimaltenango",3,"Tecpán Guatemala",6,677,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6386,"Chimaltenango",3,"Tecpán Guatemala",6,677,334,12,1,4,1,2,9,0,3,7,0,0,0,1,6,25,16,5,0,4,4,0,5,4,0,6,3,118,9,13,140,0,140,--,334,194,118,140,140,Algún campo sin dato,1,fd51e1a23b0b5794d82d4d765124c437e780fe996c4907ae418ccf0c75d7956b,25/06/2023 23:51:07,ESCANER
6387,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,12,3,13,5,11,12,1,5,7,0,3,1,1,2,9,15,2,2,3,6,1,3,12,2,7,8,146,33,30,209,0,209,--,600,391,146,209,209,Algún campo sin dato,1,fc65096fd8b6766a6c52489d02d257d4630c2cf7fb2d1b2ea4663ea91bc4b7d2,25/06/2023 22:45:29,ESCANER
6388,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,23,4,3,9,14,24,1,4,6,1,3,6,0,1,1,5,4,5,6,8,0,5,12,1,5,7,158,39,16,213,0,213,--,600,387,158,213,213,Algún campo sin dato,1,f914365f78259ac63894d03bfd06d7531ef032bded6165ce94ff411ccb29845c,25/06/2023 22:48:18,ESCANER
6389,"Chimaltenango",3,"Tecpán Guatemala",6,678,600,22,10,13,4,11,13,1,7,6,0,2,2,1,3,7,6,3,4,10,6,1,7,12,0,14,9,174,37,17,228,0,228,--,600,372,174,228,228,Algún campo sin dato,1,a0c061d4cea1532491d362cc45e160df7c529998e67a49ed96a83284dbc43811,26/06/2023 00:04:38,ESCANER
6390,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,18,4,6,7,13,11,0,6,11,2,6,4,0,3,9,9,2,2,7,8,1,12,8,0,18,14,181,55,18,254,0,254,--,498,244,181,254,254,Algún campo sin dato,1,916e975ac10fdae468cbba9f8d13c06396e33993fcb167c9d8bca673526c80a3,25/06/2023 23:54:03,ESCANER
6391,"Chimaltenango",3,"Tecpán Guatemala",6,678,498,10,7,8,1,5,6,0,8,4,1,3,9,0,2,3,5,2,1,10,7,3,2,5,0,6,4,112,31,11,154,0,154,--,499,345,112,154,154,Algún campo sin dato,1,5e01a49fce210e0e533d22bc3f4dc44fa046ea189ad0ae888dc0d76354570499,25/06/2023 23:19:20,ESCANER
6392,"Chimaltenango",3,"Patzún",7,679,400,5,6,28,8,26,8,0,0,16,0,0,0,0,1,33,25,6,5,14,3,0,1,5,3,28,12,233,45,18,296,0,296,--,400,104,233,296,296,Algún campo sin dato,1,9500d1e497afb8456056658dd2cc296428e7560a34863baedd0ff9dcd4935287,25/06/2023 23:22:47,ESCANER
6393,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6394,"Chimaltenango",3,"Patzún",7,679,400,6,14,31,4,38,16,3,0,14,0,2,1,0,1,26,28,7,4,13,2,1,3,1,6,10,11,242,36,18,296,0,296,0,396,100,242,296,296,,1,3ccc9fbee290b14d3a8d206b3489335d66074b9071379d82101c28f7d8696b6c,25/06/2023 22:32:16,ESCANER
6395,"Chimaltenango",3,"Patzún",7,679,400,9,8,38,4,29,12,1,2,5,0,2,0,0,2,31,32,9,6,17,3,2,1,3,3,20,14,253,36,20,309,0,309,0,396,87,253,309,309,,1,77ce174a0ec41595437bba1e9b5ba0e68ce3325811e0809eef964b6c4a90f48d,25/06/2023 23:51:45,ESCANER
6396,"Chimaltenango",3,"Patzún",7,679,400,8,5,28,6,33,14,1,4,9,0,0,2,0,1,21,32,2,1,11,6,2,0,1,2,25,18,232,52,22,306,0,306,0,400,94,232,306,306,,1,a276a5cc26875419ceea0f1edaf329c003eb6d4a28581329d198739aa98797d8,26/06/2023 00:05:45,ESCANER
6397,"Chimaltenango",3,"Patzún",7,679,400,6,10,45,4,36,17,0,1,14,0,0,3,3,2,33,31,1,3,15,4,1,2,3,7,23,9,273,38,12,323,0,323,0,404,78,273,323,323,,1,5c2fc6ad32f47d3c051815df99b8a206c55620a14d9f996ade3266d59ceb74b2,25/06/2023 22:45:57,ESCANER
6398,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6399,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6400,"Chimaltenango",3,"Patzún",7,679,400,7,6,35,0,31,23,1,3,21,0,1,2,1,1,28,33,4,7,13,8,1,2,1,1,16,10,256,39,16,311,0,311,0,400,89,256,311,311,,1,32daa5a9512e9ed56611f42ded7e3ad442e7fe4bd3c0c15cabf97c44f0e89ed8,25/06/2023 22:20:49,ESCANER
6401,"Chimaltenango",3,"Patzún",7,679,400,4,5,31,4,21,11,2,4,16,0,3,4,0,2,22,15,4,10,22,6,1,4,3,7,24,12,237,47,16,300,0,300,--,404,104,237,300,300,Algún campo sin dato,1,e1d84f58a42a208c841db72a0682226beef3e29c29299fefc3106472c3f406a9,25/06/2023 23:57:56,ESCANER
6402,"Chimaltenango",3,"Patzún",7,679,400,10,6,31,5,34,18,1,2,19,0,0,1,0,2,29,30,3,4,22,2,1,2,2,4,19,9,256,34,19,309,0,309,--,400,91,256,309,309,Algún campo sin dato,1,053bd79c1531bf33354b5168c9e7918469fee178f5d9de7c2722d9e7df84445b,25/06/2023 23:41:09,ESCANER
6403,"Chimaltenango",3,"Patzún",7,679,400,3,13,25,8,39,15,0,1,13,1,1,1,2,3,34,22,8,2,17,2,0,3,5,4,24,13,259,38,12,309,0,309,0,400,91,259,309,309,,1,20edc330d439ee08307d7f44e4a5063a33bf55551e9adcf6ad976c09a8b9593e,25/06/2023 23:32:59,ESCANER
6404,"Chimaltenango",3,"Patzún",7,679,400,6,7,40,2,30,21,2,1,12,0,4,0,1,1,36,23,9,6,18,5,1,1,7,2,21,6,262,25,12,299,0,299,0,400,101,262,299,299,,1,e7d81f2d5de2130d1e7a7109f9be32054230fc0a64fadadcc91b757dcc046d7f,26/06/2023 00:18:57,ESCANER
6405,"Chimaltenango",3,"Patzún",7,679,400,8,8,37,3,34,19,1,3,7,0,1,1,1,2,33,16,10,2,19,7,2,1,4,5,21,12,257,43,15,315,0,315,0,400,85,257,315,315,,1,18eb9747117f28671bc9e6e9404f06bf02938490d2fa7f4b7d29de014aa2465b,26/06/2023 00:05:12,ESCANER
6406,"Chimaltenango",3,"Patzún",7,679,400,9,10,23,3,30,25,1,5,9,0,0,1,1,2,27,35,4,3,20,4,1,0,2,4,17,18,254,52,10,316,0,316,0,400,84,254,316,316,,1,37e79754eedf8422f008a9c2e33f0a50d21d8baa88bc99527f657eb91754c8b4,25/06/2023 22:55:20,ESCANER
6407,"Chimaltenango",3,"Patzún",7,679,400,8,6,20,0,28,9,3,1,7,2,2,0,0,3,38,22,3,1,16,4,1,6,4,4,28,19,235,36,6,277,0,277,0,396,119,235,277,277,,1,89225ec9a6fd60890f717197b093f2cff70c99ad96032b183f4c4ba3a14dbebf,25/06/2023 23:57:16,ESCANER
6408,"Chimaltenango",3,"Patzún",7,679,400,10,8,15,2,42,18,2,3,11,0,3,0,0,3,33,22,2,1,14,4,3,3,2,4,14,10,229,36,10,275,0,275,0,400,125,229,275,275,,1,28307fc5f21d16dbc9cde41621933ac9e075d31367d375166d198d264cff836c,26/06/2023 00:09:29,ESCANER
6409,"Chimaltenango",3,"Patzún",7,679,400,8,4,25,5,43,11,1,2,12,1,1,0,3,6,30,23,5,1,14,1,2,4,4,2,23,13,244,36,9,289,0,289,0,404,115,244,289,289,,1,0c1129ca69d7ecc40d03a31dd9169461caac3ed2c279a66f9f0c252da3908b85,25/06/2023 23:12:32,ESCANER
6410,"Chimaltenango",3,"Patzún",7,679,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6411,"Chimaltenango",3,"Patzún",7,679,400,6,7,29,1,28,11,0,2,17,1,3,2,0,3,22,32,10,4,16,3,1,2,5,3,24,7,239,50,16,305,91,396,0,396,91,239,305,396,,1,011c2a37ff805293ac711fb601a466bc165921b717bb12cccdd6b12e395b8d0f,25/06/2023 23:01:13,ESCANER
6412,"Chimaltenango",3,"Patzún",7,679,400,6,10,32,2,26,17,2,1,14,0,1,0,0,1,30,24,1,0,17,4,1,2,1,4,30,10,236,42,18,296,0,296,0,404,108,236,296,296,,1,243483b238d332f9e27791c23dbbddcddd00fca9557fd2fcb05f9f242c53aaa4,25/06/2023 23:37:36,ESCANER
