TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
745,745,100.0000,742,99.5973,3,296306,186114,62.8114

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,PPG,TODOS,VAMOS,AZUL,UNIONISTA,WINAQ,CAMBIO,PPN,VIVA,CABAL,MLP,PIN,ELEFANTE,P A N,VICTORIA,PODEMOS,CREO,VALOR,FCN-NACION,UR,BIEN,SEMILLA,VOS,MI FAMILIA,PHG,PODER,UNE,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
2979,"Guatemala",1,"Mixco",8,281,400,84,2,10,40,7,4,7,15,13,3,3,0,6,8,9,0,0,18,2,2,3,20,9,1,3,0,1,270,13,1,284,0,284,--,400,116,270,284,284,Algún campo sin dato,1,21e861bf3a324cc74ccbd5334f7b474106f435505169071790c624b07ad51389,26/06/2023 01:26:54,ESCANER
2980,"Guatemala",1,"Mixco",8,281,400,67,6,10,34,14,5,13,7,8,5,1,0,9,6,18,1,1,13,6,5,4,26,6,4,2,0,5,276,17,5,298,0,298,--,400,102,276,298,298,Algún campo sin dato,1,1f53414a741c56e4afd21e60c9c411512c9f7453cfcac7a1b1b042c627879ce9,26/06/2023 02:14:50,ESCANER
2981,"Guatemala",1,"Mixco",8,281,400,65,4,8,38,3,2,12,13,10,0,2,1,4,9,8,3,0,13,6,4,3,26,3,3,2,1,6,249,18,1,268,0,268,--,400,132,249,268,268,Algún campo sin dato,1,6afd1634a85ee8691883ca094badfd35d063185cf56b6b9eb0c1031e922b7798,26/06/2023 00:33:56,ESCANER
2982,"Guatemala",1,"Mixco",8,281,400,55,2,5,18,6,2,6,10,12,3,3,1,5,12,7,0,1,14,2,7,4,18,7,2,1,0,5,208,16,0,224,0,224,--,400,176,208,224,224,Algún campo sin dato,1,ba79e7c5e21bf828be8bc24f80273f2d23bfbb1c13a8bd1199c06d04edf25cd4,26/06/2023 01:56:43,ESCANER
2983,"Guatemala",1,"Mixco",8,282,400,59,2,11,31,7,3,8,16,10,0,2,0,4,14,8,0,0,12,1,6,6,24,7,2,2,0,7,242,15,2,259,0,259,--,400,141,242,259,259,Algún campo sin dato,1,75075c0920e326defa2c0816c0a63ae0e69b509f44ff61154a394bb0c35ac987,26/06/2023 00:09:00,ESCANER
2984,"Guatemala",1,"Mixco",8,282,400,77,2,3,30,5,4,5,11,9,3,0,0,10,18,8,1,2,9,3,4,1,65,7,0,1,1,0,279,4,0,283,0,283,--,400,117,279,283,283,Algún campo sin dato,1,c0b9efed29fedab63e85e9399d4d010d3443437eb0e030180f3c9a7a1dced5e0,26/06/2023 01:08:39,ESCANER
2985,"Guatemala",1,"Mixco",8,282,328,68,1,0,21,4,4,8,12,4,2,3,0,1,4,5,1,0,6,1,1,1,48,8,0,1,0,2,208,4,0,212,0,212,--,328,116,206,210,210,Sumas Asentadas sin cuadrar,1,2c7dd78d7a693dafbd18ed09ceab4a272b66da3feb6175d58b9ca9e32f8f82b5,25/06/2023 21:13:42,ESCANER
2986,"Guatemala",1,"Mixco",8,282,328,52,1,6,17,3,1,7,11,8,0,1,0,2,5,3,0,1,9,2,2,2,35,6,0,1,0,0,175,3,2,180,0,180,--,328,148,175,180,180,Algún campo sin dato,1,fcb4d7706475ab77257c8bbdd94a6c9e40f28f33875676073fb0ea45365b21b4,25/06/2023 23:01:38,ESCANER
2987,"Guatemala",1,"Mixco",8,283,400,63,2,7,18,4,5,13,13,8,4,2,1,17,7,9,1,2,17,1,3,3,29,25,1,5,0,7,267,19,2,288,0,288,--,400,112,267,288,288,Algún campo sin dato,1,1101ea616b5c67cd8750e509a7480dec495b5b94768b7c81eb1e8f612a30c1b3,26/06/2023 00:45:53,ESCANER
2988,"Guatemala",1,"Mixco",8,283,400,68,5,7,17,7,7,8,8,8,1,4,1,15,3,15,1,2,10,0,4,1,20,26,1,1,0,2,242,17,2,261,0,261,--,400,139,242,261,261,Algún campo sin dato,1,f681331264b6b5b52573a108d74103531ebd66dc24975465bbb13c524ff2117d,25/06/2023 23:11:50,ESCANER
2989,"Guatemala",1,"Mixco",8,283,400,57,0,8,16,5,8,6,16,14,5,1,0,25,8,19,2,2,14,0,4,4,21,21,1,0,1,3,261,16,2,279,0,279,--,404,125,261,279,279,Algún campo sin dato,1,1f2e55171b4c6aff0678fa547b018a84eece32b3f105498dd140466ad1b4e165,26/06/2023 02:37:12,ESCANER
2990,"Guatemala",1,"Mixco",8,283,400,84,4,6,23,2,6,12,19,3,4,0,0,10,5,10,3,2,15,0,1,4,23,25,1,3,0,2,267,12,3,282,--,282,--,400,118,267,282,282,Algún campo sin dato,1,c422e73fdad4780249e70852671b65728bbaeafce766f41edd48aafe08cdd2a3,26/06/2023 01:56:40,ESCANER
2991,"Guatemala",1,"Mixco",8,283,400,73,3,6,22,3,2,9,23,5,4,1,1,17,4,7,0,1,14,0,0,0,22,16,1,0,0,1,235,14,0,249,0,249,--,400,151,235,249,249,Algún campo sin dato,1,31445c5b796eadca67b6de8eafb14ed016eae14d9acf88f0ace7290fef7e5edf,25/06/2023 23:39:41,ESCANER
2992,"Guatemala",1,"Mixco",8,283,400,69,2,8,21,6,3,10,17,7,6,1,0,15,4,10,0,0,17,0,8,5,28,30,0,0,0,1,268,18,3,289,0,289,--,400,111,268,289,289,Algún campo sin dato,1,94c709d7f6a18cd07bd004e668d822e8a0a28dcf6d08b8ddd41140ee68cc778b,26/06/2023 00:21:13,ESCANER
2993,"Guatemala",1,"Mixco",8,283,400,64,3,6,18,3,3,6,17,2,5,3,0,11,7,10,1,4,19,0,6,5,19,29,2,3,0,1,247,21,0,268,0,268,--,397,129,247,268,268,Algún campo sin dato,1,b94712b8268b5357cc159506ba1c0062bc2ce8a63773ad511a418198aa6053fb,26/06/2023 02:48:20,ESCANER
2994,"Guatemala",1,"Mixco",8,283,400,75,3,6,16,6,4,6,12,10,6,0,0,15,3,13,0,5,13,0,5,3,14,22,2,5,0,2,246,14,0,260,0,260,--,401,141,246,260,260,Algún campo sin dato,1,829cb13e4a48c026472d247cc2091ec325c94ac73b5e5931b76fd3a89bf6bd8b,26/06/2023 00:34:24,ESCANER
2995,"Guatemala",1,"Mixco",8,283,400,64,1,10,35,5,9,3,14,10,3,0,0,22,4,17,1,3,13,0,8,3,20,21,1,2,1,2,272,22,1,295,0,295,--,400,105,272,295,295,Algún campo sin dato,1,bf08144854e7afad089084be4ef4bf9c0960790e04ebf22f8630f9ed843797c2,26/06/2023 00:58:14,ESCANER
2996,"Guatemala",1,"Mixco",8,284,400,68,4,9,29,1,4,4,18,11,2,1,0,10,7,13,0,3,12,0,5,1,20,28,1,5,1,0,257,17,0,274,0,274,--,400,123,257,274,274,Algún campo sin dato,1,ae907e8642309e19eb618a3abbf40585049b123c330389c842b29757d1342e07,26/06/2023 01:47:41,ESCANER
2997,"Guatemala",1,"Mixco",8,284,400,59,3,10,20,6,3,11,12,4,1,0,0,16,3,16,1,1,7,1,1,4,22,19,0,4,0,7,231,11,6,248,0,248,--,400,152,231,248,248,Algún campo sin dato,1,dd9348a09162938d42b7db732b1a4984516b65a066ef796330addc1180ac674d,25/06/2023 23:57:43,ESCANER
2998,"Guatemala",1,"Mixco",8,284,400,56,1,7,21,1,5,10,20,8,2,1,0,16,5,8,7,0,12,1,7,1,22,26,2,0,0,1,240,18,4,262,0,262,--,400,138,240,262,262,Algún campo sin dato,1,56b074d8575c9463c8254f987462a34b6fb4dfae66b99ec1e46d879e1e22223a,26/06/2023 01:15:44,ESCANER
2999,"Guatemala",1,"Mixco",8,284,400,66,2,6,16,3,4,10,16,7,2,1,0,11,1,9,3,0,9,2,1,2,21,20,0,1,0,3,216,9,0,225,175,400,--,400,175,216,225,400,Algún campo sin dato,1,9623aa635f12820ff29d503e8558a51c3d1061cd0e3c529c6b27328f33c919ba,26/06/2023 01:56:47,ESCANER
3000,"Guatemala",1,"Mixco",8,284,400,76,3,7,19,2,2,10,27,4,3,2,0,12,5,7,3,1,11,1,1,4,23,20,1,0,0,6,250,12,1,263,0,263,--,400,137,250,263,263,Algún campo sin dato,1,dd9b57314705cff14a1c84be9302308917836bb23b776b18969fafc52fb64606,26/06/2023 00:11:59,ESCANER
3001,"Guatemala",1,"Mixco",8,284,400,76,3,5,28,1,1,8,23,4,5,4,19,0,2,3,2,1,8,0,4,1,46,28,1,1,0,2,276,8,0,284,0,284,--,400,116,276,284,284,Algún campo sin dato,1,21fe863733c224de7a4772987bb7f31da9a72041206a43cdf26034393d6cca92,26/06/2023 01:25:51,ESCANER
3002,"Guatemala",1,"Mixco",8,284,400,70,2,6,22,3,5,4,13,2,1,0,0,10,6,2,0,1,9,0,5,0,51,20,0,2,0,0,234,10,2,246,0,246,--,400,154,234,246,246,Algún campo sin dato,1,53925b09d28bce249ff0ad1f62762fe7bdc9bc77547faec122f85ebf9935983d,25/06/2023 23:34:14,ESCANER
3003,"Guatemala",1,"Mixco",8,284,222,34,0,2,9,2,2,1,5,1,4,0,0,6,1,4,0,0,8,0,0,0,16,7,1,0,0,2,105,6,1,112,1,113,--,222,107,105,112,113,Algún campo sin dato,1,08057edf4a84f32c0493c035927cd2411d9d7996b6462584cf70bba6ab8fd993,25/06/2023 23:05:34,ESCANER
3004,"Guatemala",1,"Mixco",8,284,222,40,2,3,9,0,1,0,3,1,3,1,0,1,6,4,1,1,5,2,0,1,20,3,0,0,0,0,110,1,2,110,0,110,--,222,112,107,110,110,Sumas Asentadas sin cuadrar,1,bb6e7f2f022a70b0605a47202ac49ecd82a70837e02962988c12a2af7210b862,25/06/2023 22:27:57,ESCANER
3005,"Guatemala",1,"Mixco",8,285,400,42,1,24,16,5,3,29,18,10,3,1,2,8,7,29,1,3,6,2,3,2,12,5,5,2,0,1,240,18,3,261,0,261,--,400,139,240,261,261,Algún campo sin dato,1,b26f405a821f3390a6ca400ae7f39fdc1d815a35b96960b1ce10ce14aaf1ad2b,26/06/2023 00:51:40,ESCANER
3006,"Guatemala",1,"Mixco",8,285,400,57,1,29,18,3,3,27,15,13,0,1,0,9,5,21,1,0,4,2,1,3,17,5,3,3,0,7,248,18,2,268,--,268,--,400,132,248,268,268,Algún campo sin dato,1,971683f7da8481bb0825dc919a6e548bc3dd60ecbd64466d0b615162db2b31da,26/06/2023 01:46:45,ESCANER
3007,"Guatemala",1,"Mixco",8,285,400,49,4,27,13,1,12,4,9,1,1,0,2,12,6,38,0,1,3,2,2,3,13,6,1,0,0,6,235,27,1,281,0,281,--,400,119,216,244,244,Sumas Asentadas sin cuadrar,1,bc414e1211ce1642b0fdc693a6da54463b58f84b949dce3af03c20046b314c07,26/06/2023 01:54:54,ESCANER
3008,"Guatemala",1,"Mixco",8,285,400,62,4,19,24,0,2,19,15,12,4,2,0,10,1,22,0,0,10,0,2,4,12,3,1,1,1,3,233,20,1,254,0,254,--,400,146,233,254,254,Algún campo sin dato,1,0fdc815cfab398d4d9ee678a71b3732a79161d78ce1e8a74b76cabeb791953f3,26/06/2023 01:13:48,ESCANER
3009,"Guatemala",1,"Mixco",8,285,400,52,1,23,30,1,2,15,20,14,2,0,1,12,10,45,0,1,4,1,3,2,12,4,0,3,0,4,262,15,0,277,0,277,--,400,123,262,277,277,Algún campo sin dato,1,5ca19c271cff71faa19416afaf313c13b40764d722d21bfd92d9c8c5496882e3,25/06/2023 23:31:39,ESCANER
3010,"Guatemala",1,"Mixco",8,285,400,49,2,23,25,7,7,19,12,12,2,1,1,15,6,35,0,2,8,1,3,0,14,5,0,2,0,1,253,21,1,275,3,278,--,399,121,252,274,277,Sumas Asentadas sin cuadrar,1,85b16b630674745c3a312b6988debbf34431dd25bf7095ab60e4b0c29659daf8,26/06/2023 00:28:30,ESCANER
3011,"Guatemala",1,"Mixco",8,285,400,57,1,35,20,5,6,11,11,8,3,1,2,10,6,26,0,1,10,1,1,1,16,8,2,3,0,3,248,26,1,275,0,275,--,400,125,248,275,275,Algún campo sin dato,1,cd9adb72862bf9e7bc15ddbbf7e7b76a98fa31a4f27b42afdbb86d11970d7c4c,25/06/2023 23:57:49,ESCANER
3012,"Guatemala",1,"Mixco",8,285,400,49,2,26,21,3,1,20,11,13,2,2,0,7,6,39,0,3,21,1,3,4,14,7,2,1,0,3,261,19,2,282,0,282,--,--,--,261,282,282,Algún campo sin dato,1,afe1a0b1507a5138fbc2d85806ea4897d2efd1185e4dd142d5e984e574a8d3e9,26/06/2023 02:41:54,ESCANER
3013,"Guatemala",1,"Mixco",8,285,400,44,0,31,21,7,6,16,12,9,2,3,0,9,11,29,1,1,6,0,5,2,17,8,3,1,0,4,274,23,3,274,0,274,--,400,126,248,274,274,Sumas Asentadas sin cuadrar,1,71e2e089123e76bdcd06a77c6f8b314595133fba2cce2ba8a4d0fcaf6add57a3,26/06/2023 00:21:44,ESCANER
3014,"Guatemala",1,"Mixco",8,285,400,46,3,18,19,0,3,16,14,13,4,2,0,10,4,35,1,3,8,1,2,14,6,9,2,2,0,9,255,19,0,274,0,274,--,400,126,244,263,263,Sumas Asentadas sin cuadrar,1,9e6de40cd4484caa6b34dc56c137126aadae74d9588919b784fd1a4d3865132b,26/06/2023 02:09:53,ESCANER
3015,"Guatemala",1,"Mixco",8,285,400,55,2,18,32,0,2,14,13,16,3,0,0,6,4,28,0,0,7,4,2,0,9,6,1,0,0,6,228,16,2,246,0,246,--,400,154,228,246,246,Algún campo sin dato,1,ac238f5b9da43b8a64b6e20f276de0147310f177e7483f90f0c2a1e3d2816798,26/06/2023 01:28:06,ESCANER
3016,"Guatemala",1,"Mixco",8,285,400,55,3,17,26,3,4,25,17,5,0,0,0,13,7,26,2,1,5,2,5,2,24,7,0,1,0,0,250,10,0,261,1,261,--,400,139,250,260,261,Sumas Asentadas sin cuadrar,1,e1855b4adf89c6cb27603cce78065c4d7a376627396411be82440e0a15b96448,26/06/2023 00:50:22,ESCANER
3017,"Guatemala",1,"Mixco",8,285,400,58,0,28,20,3,3,25,18,8,0,0,0,5,5,16,1,2,6,1,1,5,18,8,1,2,0,3,237,8,1,246,0,246,0,246,154,237,246,246,,1,38b82960072c71c2c50b8ce1dad129c8d4c17e4dc0d276833fdf39aa2dee0dda,25/06/2023 22:51:38,ESCANER
3018,"Guatemala",1,"Mixco",8,285,400,53,0,20,23,6,2,20,12,4,3,1,1,9,1,30,2,0,9,0,0,1,13,4,4,0,0,4,222,18,3,243,0,243,--,397,134,222,243,243,Algún campo sin dato,1,9c513fde719ea7bb82b04aa1846c42743b24a9a0e76874de85ba713c3048fbe5,26/06/2023 02:46:27,ESCANER
3019,"Guatemala",1,"Mixco",8,285,400,53,0,19,18,1,3,19,6,9,3,2,0,7,6,35,1,1,9,0,3,4,17,8,0,3,0,4,231,11,1,243,0,243,--,400,157,231,243,243,Algún campo sin dato,1,dc0682b9ed3ca7bc48d997e8019238db24157a9ba706df6d612e42152bb983e9,25/06/2023 23:44:08,ESCANER
3020,"Guatemala",1,"Mixco",8,285,400,53,3,19,19,2,2,10,17,13,0,2,0,9,9,31,1,1,11,1,3,4,7,2,2,4,0,3,228,13,2,243,0,243,--,399,156,228,243,243,Algún campo sin dato,1,e6f2cd24be846837dc630f069d83852d48b6503bfacb7a23b1c86441c345f29d,26/06/2023 00:50:02,ESCANER
3021,"Guatemala",1,"Mixco",8,285,400,60,3,17,33,1,2,22,15,14,4,0,2,8,2,8,2,20,0,2,5,5,0,2,4,16,5,1,3,0,6,318,0,636,--,--,140,253,259,259,Sumas Asentadas sin cuadrar,1,fa5018abcf89b30d5a48795ff9ceb033a48e92700bec2dc64145f3e4d827591e,26/06/2023 05:18:12,ESCANER
3022,"Guatemala",1,"Mixco",8,285,400,64,4,19,28,2,5,15,16,11,2,1,0,7,5,29,0,2,8,2,0,4,19,7,2,7,0,0,262,6,2,270,0,270,0,400,130,259,267,267,Sumas Asentadas sin cuadrar,1,4fa01dd1d5157b54cdd9d51d0dac143bf62c05d8902f24114d9ed30e034ac728,26/06/2023 03:19:44,ESCANER
3023,"Guatemala",1,"Mixco",8,285,400,48,2,20,16,5,4,19,21,10,4,1,0,3,10,34,0,1,4,1,4,4,15,7,0,3,0,7,243,15,1,259,0,259,--,400,141,243,259,259,Algún campo sin dato,1,f0b3939328ac28d381e033c116763270cf03b52a2892ed3e489c51358a912698,26/06/2023 00:34:12,ESCANER
3024,"Guatemala",1,"Mixco",8,285,400,62,1,24,28,5,2,19,13,9,2,2,0,12,7,22,1,2,11,2,0,4,19,6,0,1,0,5,259,19,0,278,0,278,--,400,122,259,278,278,Algún campo sin dato,1,57c0a7962119ee838fba11ce0d77e91eb7ee9b3ae78e98aa1f4b8bc5f0efc7bd,26/06/2023 02:50:03,ESCANER
3025,"Guatemala",1,"Mixco",8,285,400,47,9,17,25,2,1,13,11,12,2,0,0,17,12,41,1,1,7,3,2,4,17,5,3,3,1,4,260,11,5,276,0,276,--,400,124,260,276,276,Algún campo sin dato,1,4ed271f9adb1ddf01060f7cafc6db58b98ff298239480099178cebb181df646b,26/06/2023 03:02:53,ESCANER
3026,"Guatemala",1,"Mixco",8,285,400,45,2,34,30,0,3,22,12,8,0,1,0,7,5,36,2,1,7,1,3,5,9,4,1,6,0,3,247,17,1,265,--,265,--,400,135,247,265,265,Algún campo sin dato,1,aee5ed1718f22dfe253c3afd85b001a12e810550c82132a500ed3a4914b1f55e,26/06/2023 02:50:01,ESCANER
3027,"Guatemala",1,"Mixco",8,285,400,56,2,23,27,4,1,21,16,8,5,0,0,9,6,36,1,1,7,0,1,3,12,4,0,4,0,3,250,10,1,262,0,262,1,400,138,250,261,261,Sumas Asentadas sin cuadrar,1,f1ff2ae0b35cdb4d21f02b5f0c642e1712d31f34f6cc8a54da9b1743d31bbfa5,25/06/2023 23:44:44,ESCANER
3028,"Guatemala",1,"Mixco",8,285,400,46,1,17,15,3,2,23,18,10,2,1,--,15,17,43,--,--,4,--,1,--,14,5,2,1,1,3,244,11,3,258,--,258,--,400,258,244,258,258,Algún campo sin dato,1,57c0aae5760b963c9301590653cdc14020f57f434d5a90c940ef82dca129cf5b,25/06/2023 23:57:38,ESCANER
3029,"Guatemala",1,"Mixco",8,285,400,62,3,20,25,1,1,18,17,8,2,1,0,7,7,26,0,1,3,3,3,3,17,7,2,1,0,6,244,18,5,267,0,267,--,400,133,244,267,267,Algún campo sin dato,1,a1a9f182ae0698873f23113be0195c3b04ff0523965f21467bce55c3f0313196,26/06/2023 00:03:28,ESCANER
3030,"Guatemala",1,"Mixco",8,285,400,46,0,27,18,1,5,24,11,16,2,0,0,7,9,29,0,0,9,0,4,0,13,7,0,2,0,3,231,21,7,0,0,259,--,400,141,233,261,261,Sumas Asentadas sin cuadrar,1,8da998747abb3333a0b5daa0d44d197b73f0d7222c8f986c063e4a1e8ddf1aff,26/06/2023 05:24:19,ESCANER
3031,"Guatemala",1,"Mixco",8,286,400,57,3,27,22,5,2,12,14,12,1,0,1,11,6,29,--,--,8,--,4,--,14,4,1,2,0,1,236,10,4,250,0,250,--,400,150,236,250,250,Algún campo sin dato,1,5bbece6eaa37c327fd584ef128246e9dc22f11c19bc2a8de113513fb3c23b3dd,26/06/2023 00:59:25,ESCANER
3032,"Guatemala",1,"Mixco",8,286,400,43,1,31,20,1,1,18,14,14,3,1,0,11,4,39,0,0,6,1,0,1,10,5,1,6,0,2,233,17,1,251,0,251,--,400,149,233,251,251,Algún campo sin dato,1,63cd239fb29c77742a16d98980ff181ec74a4e7277c927120ad549c5fab5a2f9,26/06/2023 03:44:20,ESCANER
3033,"Guatemala",1,"Mixco",8,286,400,45,2,29,15,2,1,17,13,12,2,2,0,11,7,33,0,0,10,1,3,5,11,7,1,1,0,2,232,11,4,247,0,247,--,397,150,232,247,247,Algún campo sin dato,1,74c98f41622bdd5761a05807846686807e60dbe64fe509333a575bf1516950bb,26/06/2023 01:46:24,ESCANER
3034,"Guatemala",1,"Mixco",8,286,400,64,1,25,23,6,2,18,13,11,1,1,0,8,5,26,0,0,6,1,0,4,21,11,1,1,0,8,257,8,2,267,0,267,--,403,136,257,267,267,Algún campo sin dato,1,9f976ff3aae6af074e49ad36f4425efb04c8c4f9fda7e36b6a815f5f6937c6d9,26/06/2023 01:18:16,ESCANER
3035,"Guatemala",1,"Mixco",8,287,400,46,4,29,18,3,2,10,13,9,2,2,1,3,7,32,2,2,7,0,0,2,15,6,1,5,0,10,240,12,2,254,--,254,--,400,146,231,245,245,Sumas Asentadas sin cuadrar,1,d0e2b6263786dc01e46a2e58d1cdec7075b86fbd0abfe496cf9d56bc0d72a620,26/06/2023 03:26:22,ESCANER
3036,"Guatemala",1,"Mixco",8,287,400,54,4,19,22,0,1,18,13,12,3,2,0,13,6,31,0,0,4,0,1,0,16,2,0,4,0,4,228,14,3,245,0,245,--,404,159,229,246,246,Sumas Asentadas sin cuadrar,1,cc1b7fa7f4405be6c27de54a34a8cac21d139a83956edcd4d914802b85fcb469,26/06/2023 02:42:20,ESCANER
3037,"Guatemala",1,"Mixco",8,287,400,53,2,37,16,0,1,13,13,13,4,1,0,5,1,23,3,2,7,2,2,1,10,4,0,7,0,6,220,12,2,234,0,234,--,400,166,226,240,240,Sumas Asentadas sin cuadrar,1,fb942cb26cbd39a96a61f6f51cf9f5a70c23201cb6976f30bb5b72b36d466265,26/06/2023 00:31:44,ESCANER
3038,"Guatemala",1,"Mixco",8,287,400,44,2,20,27,3,1,19,15,11,0,0,0,9,4,24,1,1,3,1,3,3,14,1,1,1,0,6,214,17,3,234,0,234,--,400,166,214,234,234,Algún campo sin dato,1,c3b741a29815f6887ec27a6814d2f12f9b2fcc015d15265d44f55fa26caf7c90,26/06/2023 01:57:03,ESCANER
3039,"Guatemala",1,"Mixco",8,287,400,51,1,20,18,4,0,24,10,13,3,0,0,11,4,25,0,0,1,1,0,1,11,3,0,2,0,6,209,11,0,220,0,220,--,400,180,209,220,220,Algún campo sin dato,1,d47a6807ba9aadd8ce1536e0d8b374da6dbc815fa9e5046eaa748a4a17f1bb9b,26/06/2023 00:07:40,ESCANER
3040,"Guatemala",1,"Mixco",8,287,400,55,2,21,27,1,2,20,15,9,2,0,0,11,7,26,1,0,4,0,2,1,7,5,1,1,0,4,224,6,0,230,2,232,--,404,172,224,230,232,Algún campo sin dato,1,b1bd38487e05779b5897c8a36d2c4c902e58bab902d8531a97649f0618d88c97,25/06/2023 23:46:30,ESCANER
3041,"Guatemala",1,"Mixco",8,287,400,51,3,24,20,2,2,15,12,7,0,1,0,5,8,25,1,1,1,1,4,5,27,6,0,1,0,5,227,8,1,234,0,236,--,400,164,227,236,236,Sumas Asentadas sin cuadrar,1,3f82f7e911b2188e90e4e3b9693e65ae352978f591d0a019c89fc633b967a8ae,26/06/2023 01:29:51,ESCANER
3042,"Guatemala",1,"Mixco",8,287,400,67,2,15,21,3,1,25,22,6,2,1,0,8,2,18,1,0,9,1,0,2,27,2,1,5,0,0,241,8,0,249,0,249,--,396,147,241,249,249,Algún campo sin dato,1,a3795ea103e073316175861b24c3974a61a8848a70e7c5a34f98b8dd56dd5766,26/06/2023 02:35:42,ESCANER
3043,"Guatemala",1,"Mixco",8,287,400,71,0,16,29,0,0,18,20,5,0,0,1,12,5,19,1,0,3,0,1,3,36,5,0,2,0,4,251,4,0,255,0,255,--,400,145,251,255,255,Algún campo sin dato,1,013c55a2867618593775db292347980a2c947c5a5abda04ad92a10fac8d86c4b,26/06/2023 02:43:02,ESCANER
3044,"Guatemala",1,"Mixco",8,287,400,65,0,11,25,2,7,19,17,5,2,0,1,9,4,24,0,0,0,1,2,0,33,5,0,4,0,0,241,5,0,246,0,246,--,396,146,236,241,241,Sumas Asentadas sin cuadrar,1,dad5578b416cf72c441bc68ad96a2f736dcaa8973ed3e4864bc6085715e22ceb,26/06/2023 01:05:07,ESCANER
3045,"Guatemala",1,"Mixco",8,287,400,56,3,12,25,5,2,19,24,1,1,1,1,4,4,23,1,1,4,0,2,0,32,6,0,4,0,1,232,6,0,238,0,238,--,400,162,232,238,238,Algún campo sin dato,1,63825f361ca63bbb71f1858d86b1adb52c03f8107fba89e6b186ab2ea113d894,26/06/2023 02:15:09,ESCANER
3046,"Guatemala",1,"Mixco",8,287,400,52,2,10,25,3,0,21,15,5,0,1,0,7,2,14,3,0,6,0,0,4,31,7,0,2,0,0,210,3,1,214,0,214,--,396,182,210,214,214,Algún campo sin dato,1,2c6cfb9f7fbf3eda4dd085fb6fb1a1ea5b579e6f2213d4496eabfbcf23ec198e,26/06/2023 02:36:45,ESCANER
3047,"Guatemala",1,"Mixco",8,287,400,60,2,7,19,0,1,13,16,8,2,1,0,2,3,12,0,0,7,0,0,1,22,4,1,3,0,2,186,7,3,10,0,196,--,400,204,186,196,196,Sumas Asentadas sin cuadrar,1,86c392e99651bff15b1b44c7683f06596e980470e6f2981c3d6438d431e01f63,26/06/2023 02:22:02,ESCANER
3048,"Guatemala",1,"Mixco",8,287,367,60,0,11,10,4,1,17,9,3,0,1,0,10,5,10,0,1,9,0,0,2,29,4,0,1,0,1,188,5,1,194,0,194,--,367,173,188,194,194,Algún campo sin dato,1,e13cca09f4ddcad46e98dfa5f98555833207a047b75bcc0fa78b5b4e0e733f0f,26/06/2023 02:32:05,ESCANER
3049,"Guatemala",1,"Mixco",8,287,366,40,1,14,12,2,0,14,12,5,1,1,0,2,4,12,1,0,1,0,1,1,24,5,0,1,0,3,157,3,1,161,0,161,--,366,205,157,161,161,Algún campo sin dato,1,19964fdb5f92c3053e8e6f124bad8d1f6a8a0308b73556d958e4cd152122395b,26/06/2023 00:43:59,ESCANER
3050,"Guatemala",1,"Mixco",8,288,400,60,2,12,19,2,1,16,7,8,4,2,0,17,11,20,0,1,13,1,5,1,16,8,0,2,0,7,235,23,0,258,0,258,--,396,138,235,258,258,Algún campo sin dato,1,d63b41db3ee815b7b789bbbdded5680ef2eb9890fd6d3bca759b39b9d8eb6ffd,26/06/2023 00:14:50,ESCANER
3051,"Guatemala",1,"Mixco",8,288,400,59,3,11,24,3,4,12,14,7,1,1,1,22,12,21,2,1,8,1,2,1,8,7,3,2,0,6,236,25,0,261,0,261,--,400,139,236,261,261,Algún campo sin dato,1,025642fd6bbb7cc0e175a79871f4ac55aaeda78924ca53985cc37d502e2163e5,26/06/2023 01:11:44,ESCANER
3052,"Guatemala",1,"Mixco",8,288,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,63b601ed6b4b3520043d22e9e91ca7985c0817984685c6c48e6a2cdd5129c98b,26/06/2023 04:16:37,ESCANER
3053,"Guatemala",1,"Mixco",8,288,400,52,3,13,21,3,4,14,9,11,3,0,0,19,20,14,0,0,11,1,4,4,14,9,3,3,0,4,239,19,0,258,0,258,--,400,142,239,258,258,Algún campo sin dato,1,fbea410146b670dd9416d19ee55116a58230cf608abd2fdc0efd2a0d45be24a6,26/06/2023 01:51:32,ESCANER
